ticker,date,net_gamma
NVDA,2023-11-29,242038.81859999994
NVDA,2023-11-30,251768.90469999996
NVDA,2023-12-01,26230.199000000022
NVDA,2023-12-04,95930.62310000003
NVDA,2023-12-05,20535.284000000043
NVDA,2023-12-06,217846.37630000006
NVDA,2023-12-07,62138.546900000074
NVDA,2023-12-08,246049.69999999995
NVDA,2023-12-11,224103.57539999997
NVDA,2023-12-12,183920.74599999998
NVDA,2023-12-13,286670.28529999993
NVDA,2023-12-14,409287.4684
NVDA,2023-12-15,379283.31480000005
NVDA,2023-12-18,232280.49690000003
NVDA,2023-12-19,268765.26019999996
NVDA,2023-12-20,261899.49389999994
NVDA,2023-12-21,181670.18799999997
NVDA,2023-12-22,273135.1575
NVDA,2023-12-26,181957.18849999993
NVDA,2023-12-27,283247.3742
NVDA,2023-12-28,349263.30799999996
NVDA,2023-12-29,424294.20170000003
NVDA,2024-01-02,146329.66580000002
NVDA,2024-01-03,24020.38540000003
NVDA,2024-01-04,87918.35999999999
NVDA,2024-01-05,159791.14899999998
NVDA,2024-01-08,251905.76969999995
NVDA,2024-01-09,385414.7603
NVDA,2024-01-10,383556.37149999995
NVDA,2024-01-11,476329.25709999993
NVDA,2024-01-12,366174.92439999996
NVDA,2024-01-16,286482.1508
NVDA,2024-01-17,334637.9924
NVDA,2024-01-18,436535.2121
NVDA,2024-01-19,498661.73920000007
NVDA,2024-01-22,235077.44720000002
NVDA,2024-01-23,219999.6099
NVDA,2024-01-24,265333.2189
NVDA,2024-01-25,254032.247
NVDA,2024-01-26,187090.20310000004
NVDA,2024-01-29,186970.9089
NVDA,2024-01-30,229075.75380000003
NVDA,2024-01-31,167880.73930000002
NVDA,2024-02-01,219713.2523
NVDA,2024-02-02,357810.08900000004
NVDA,2024-02-05,229672.03809999998
NVDA,2024-02-06,208328.1277
NVDA,2024-02-07,190362.9238
NVDA,2024-02-08,222047.4576
NVDA,2024-02-09,234529.1483
NVDA,2024-02-12,166983.64250000002
NVDA,2024-02-13,164833.70340000003
NVDA,2024-02-14,206778.665
NVDA,2024-02-15,214887.0725
NVDA,2024-02-16,258515.29489999998
NVDA,2024-02-20,115189.8693
NVDA,2024-02-21,102320.89069999999
NVDA,2024-02-22,206549.42020000002
NVDA,2024-02-23,259313.52300000004
NVDA,2024-02-26,151113.08449999997
NVDA,2024-02-27,155711.5159
NVDA,2024-02-28,127926.53610000003
NVDA,2024-02-29,147903.4379
NVDA,2024-03-01,222625.14099999997
NVDA,2024-03-04,158834.601
NVDA,2024-03-05,146084.494
NVDA,2024-03-06,176554.40649999998
NVDA,2024-03-07,187592.4363
NVDA,2024-03-08,198810.30479999998
NVDA,2024-03-11,100841.7757
NVDA,2024-03-12,98822.4778
NVDA,2024-03-13,134338.4884
NVDA,2024-03-14,115303.1925
NVDA,2024-03-15,96022.55469999998
NVDA,2024-03-18,80669.1158
NVDA,2024-03-19,58266.84940000001
NVDA,2024-03-20,105680.4809
NVDA,2024-03-21,163424.05099999998
NVDA,2024-03-22,126202.55249999999
NVDA,2024-03-25,100016.8684
NVDA,2024-03-26,123046.86439999999
NVDA,2024-03-27,54599.83439999999
NVDA,2024-03-28,-4987.762300000002
NVDA,2024-04-01,62548.72690000001
NVDA,2024-04-02,38524.10329999999
NVDA,2024-04-03,38301.044200000004
NVDA,2024-04-04,111189.1753
NVDA,2024-04-05,-7301.5859000000055
NVDA,2024-04-08,65775.02340000003
NVDA,2024-04-09,46247.36249999999
NVDA,2024-04-10,2861.237199999974
NVDA,2024-04-11,117115.0123
NVDA,2024-04-12,181517.49279999995
NVDA,2024-04-15,97172.4748
NVDA,2024-04-16,55238.950899999996
NVDA,2024-04-17,101031.3959
NVDA,2024-04-18,20762.742099999974
NVDA,2024-04-19,-16176.461699999985
NVDA,2024-04-22,29992.57620000001
NVDA,2024-04-23,74567.47650000002
NVDA,2024-04-24,131732.4513
NVDA,2024-04-25,23829.239899999986
NVDA,2024-04-26,167435.50579999998
NVDA,2024-04-29,121723.07260000001
NVDA,2024-04-30,127237.38279999996
NVDA,2024-05-01,86684.04689999999
NVDA,2024-05-02,92786.0648
NVDA,2024-05-03,169887.486
NVDA,2024-05-06,134117.82379999998
NVDA,2024-05-07,148113.41330000001
NVDA,2024-05-08,120180.78750000003
NVDA,2024-05-09,162982.14289999998
NVDA,2024-05-10,184315.8107
NVDA,2024-05-13,128992.33830000003
NVDA,2024-05-14,120903.58549999999
NVDA,2024-05-15,172251.53269999998
NVDA,2024-05-16,212781.8592
NVDA,2024-05-17,222308.21839999998
NVDA,2024-05-20,81019.79620000001
NVDA,2024-05-21,92009.94780000001
NVDA,2024-05-22,101530.0591
NVDA,2024-05-23,143406.9477
NVDA,2024-05-24,167340.8056
NVDA,2024-05-28,139338.1539
NVDA,2024-05-29,115607.78450000001
NVDA,2024-05-30,123613.87229999999
NVDA,2024-05-31,120104.08240000001
NVDA,2024-06-03,105061.3142
NVDA,2024-06-04,120149.08390000001
NVDA,2024-06-05,148665.11680000002
NVDA,2024-06-06,144304.1291
NVDA,2024-06-07,106105.74960000001
NVDA,2024-06-10,91196.3228
NVDA,2024-06-11,9287717.1652
NVDA,2024-06-12,10446005.6543
NVDA,2024-06-13,12208837.454799999
NVDA,2024-06-14,10867915.1101
NVDA,2024-06-17,6924406.6949000005
NVDA,2024-06-18,6453194.6241999995
NVDA,2024-06-20,8434150.2286
NVDA,2024-06-21,3623565.6898999996
NVDA,2024-06-24,3516799.496200001
NVDA,2024-06-25,4177085.1384999994
NVDA,2024-06-26,5436940.284
NVDA,2024-06-27,5554732.1054
NVDA,2024-06-28,5845393.291000001
NVDA,2024-07-01,4468537.139199999
NVDA,2024-07-02,4168770.1165000005
NVDA,2024-07-03,4386823.747100001
NVDA,2024-07-05,7519416.864000001
NVDA,2024-07-08,5570791.3478999995
NVDA,2024-07-09,7118547.7023
NVDA,2024-07-10,7743478.471999999
NVDA,2024-07-11,8478452.428
NVDA,2024-07-12,5961721.475400001
NVDA,2024-07-15,5635073.2377
NVDA,2024-07-16,5803475.4874
NVDA,2024-07-17,2245561.8146
NVDA,2024-07-18,4190785.1337
NVDA,2024-07-19,3875187.1536999997
NVDA,2024-07-22,3036575.0852000006
NVDA,2024-07-23,4121201.8246
NVDA,2024-07-24,2451027.8669999996
NVDA,2024-07-25,1177275.6527999993
NVDA,2024-07-26,2756295.3312
NVDA,2024-07-29,2036154.1757000005
NVDA,2024-07-30,1694881.0658999998
NVDA,2024-07-31,3506756.1717000008
NVDA,2024-08-01,4813622.5919
NVDA,2024-08-02,-225400.22320000082
NVDA,2024-08-05,1974067.9353999998
NVDA,2024-08-06,1518555.7113999985
NVDA,2024-08-07,2457316.497300001
NVDA,2024-08-08,1065396.232999999
NVDA,2024-08-09,2658984.6819
NVDA,2024-08-12,2156827.357000001
NVDA,2024-08-13,4218042.276400001
NVDA,2024-08-14,5498127.084199999
NVDA,2024-08-15,5979127.301
NVDA,2024-08-16,6084905.461999999
NVDA,2024-08-19,4277012.5817
NVDA,2024-08-20,4407344.815
NVDA,2024-08-21,4693215.4162
NVDA,2024-08-22,5566486.139799999
NVDA,2024-08-23,4434773.3797
NVDA,2024-08-26,3865495.9305
NVDA,2024-08-27,3561746.364600001
NVDA,2024-08-28,4031175.9409000007
NVDA,2024-08-29,3647623.2755000005
NVDA,2024-08-30,3142463.873300001
NVDA,2024-09-03,2406378.7337999996
NVDA,2024-09-04,662512.4113999996
NVDA,2024-09-05,500229.85079999827
NVDA,2024-09-06,1730409.4875000007
NVDA,2024-09-09,1124685.1031
NVDA,2024-09-10,2772627.0787999984
NVDA,2024-09-11,4088499.367999999
NVDA,2024-09-12,5800694.8062
NVDA,2024-09-13,6153022.031299999
NVDA,2024-09-16,3754800.901400001
NVDA,2024-09-17,4621377.5078
NVDA,2024-09-18,4112519.263100001
NVDA,2024-09-19,5545482.4047
NVDA,2024-09-20,4830236.055199999
NVDA,2024-09-23,3827432.998399999
NVDA,2024-09-24,4454715.5664
NVDA,2024-09-25,7527617.0041000005
NVDA,2024-09-26,8966706.8549
NVDA,2024-09-27,8324564.699099999
NVDA,2024-09-30,3675380.0013999995
NVDA,2024-10-01,5603041.4013
NVDA,2024-10-02,3523496.859100001
NVDA,2024-10-03,6841999.4262999995
NVDA,2024-10-04,9261825.3264
NVDA,2024-10-07,6307377.699899999
NVDA,2024-10-08,7011522.418900001
NVDA,2024-10-09,7675192.622099999
NVDA,2024-10-10,8026050.338000001
NVDA,2024-10-11,8731062.311700001
NVDA,2024-10-14,7085673.4241
NVDA,2024-10-15,7452114.2288
NVDA,2024-10-16,6473403.5029
NVDA,2024-10-17,9147827.314100001
NVDA,2024-10-18,9228983.5286
NVDA,2024-10-21,5984116.6159
NVDA,2024-10-22,6522165.7423
NVDA,2024-10-23,6291681.4874
NVDA,2024-10-24,6951949.0788
NVDA,2024-10-25,8857877.3163
NVDA,2024-10-28,5387835.841
NVDA,2024-10-29,5301909.105200001
NVDA,2024-10-30,4770113.610699999
NVDA,2024-10-31,3774553.7386
NVDA,2024-11-01,4727592.115000001
NVDA,2024-11-04,4826854.5119
NVDA,2024-11-05,5383114.2565
NVDA,2024-11-06,7594029.9994
NVDA,2024-11-07,9246589.4749
NVDA,2024-11-08,11551613.867600001
NVDA,2024-11-11,6669046.0719
NVDA,2024-11-12,6984861.334399999
NVDA,2024-11-13,7651890.780300001
NVDA,2024-11-14,7858087.457400001
NVDA,2024-11-15,5034961.2574000005
NVDA,2024-11-18,3767916.0895000002
NVDA,2024-11-19,4342839.1705
NVDA,2024-11-20,5003196.651199999
NVDA,2024-11-21,7813477.0383
NVDA,2024-11-22,6822681.374
NVDA,2024-11-25,4367081.3167
NVDA,2024-11-26,5040489.8085
NVDA,2024-11-27,2263728.2344000004
NVDA,2024-11-29,5157694.2255
NVDA,2024-12-02,4373543.8027
NVDA,2024-12-03,4576464.7234000005
NVDA,2024-12-04,6894068.0294
NVDA,2024-12-05,8635029.598000001
NVDA,2024-12-06,8621684.1951
NVDA,2024-12-09,3757099.9968
NVDA,2024-12-10,4595670.5418
NVDA,2024-12-11,4110615.5177999996
NVDA,2024-12-12,3987976.876599999
NVDA,2024-12-13,6062401.2754999995
NVDA,2024-12-16,3000452.536700001
NVDA,2024-12-17,2124836.6544000003
NVDA,2024-12-18,4969502.5211
NVDA,2024-12-19,3366495.369000001
NVDA,2024-12-20,2517363.7939
NVDA,2024-12-23,4575832.813699999
NVDA,2024-12-24,6958831.7426
NVDA,2024-12-26,7180230.6145
NVDA,2024-12-27,6023892.352299999
NVDA,2024-12-30,4135746.692400001
NVDA,2024-12-31,5437252.5008
NVDA,2025-01-02,6474741.8657
NVDA,2025-01-03,10298857.044599999
NVDA,2025-01-06,7449886.138
NVDA,2025-01-07,8537381.4888
NVDA,2025-01-08,6315308.5578
NVDA,2025-01-10,2916855.5344000002
NVDA,2025-01-13,1325079.9439000003
NVDA,2025-01-14,4524409.296100001
NVDA,2025-01-15,4229137.515199999
NVDA,2025-01-16,7466027.0425
NVDA,2025-01-17,6437016.8937
NVDA,2025-01-21,4890038.7171
NVDA,2025-01-22,7681569.607499999
NVDA,2025-01-23,7225001.595600001
NVDA,2025-01-24,9686382.3933
NVDA,2025-01-27,197449.33360000048
NVDA,2025-01-28,1591199.3318000007
NVDA,2025-01-29,2861064.2791999998
NVDA,2025-01-30,2326639.5024999995
NVDA,2025-01-31,3435153.802199999
NVDA,2025-02-03,822375.6881000008
NVDA,2025-02-04,1205856.0075000003
NVDA,2025-02-05,2963294.851500001
NVDA,2025-02-06,5750773.4954
NVDA,2025-02-07,8175556.522700001
NVDA,2025-02-10,4341746.004499999
NVDA,2025-02-11,5198530.035999999
NVDA,2025-02-12,3917793.838299999
NVDA,2025-02-13,4933220.355500001
NVDA,2025-02-14,8354371.9462
NVDA,2025-02-18,6331009.111400001
NVDA,2025-02-19,5432319.8691
NVDA,2025-02-20,6203386.144199999
NVDA,2025-02-21,6917701.9468
NVDA,2025-02-24,2905774.820299999
NVDA,2025-02-25,1805512.432099999
NVDA,2025-02-26,1931287.135400001
NVDA,2025-02-27,3054066.4217999997
NVDA,2025-02-28,-3234675.3179
NVDA,2025-03-03,812113.8306000009
NVDA,2025-03-04,-1221894.3048999999
NVDA,2025-03-05,164471.79869999923
NVDA,2025-03-06,-960185.6688000001
NVDA,2025-03-07,-1259353.6895000003
NVDA,2025-03-10,-832874.1339999996
NVDA,2025-03-11,-862298.3519000001
NVDA,2025-03-12,1443984.7654
NVDA,2025-03-13,1973875.9524000008
NVDA,2025-03-14,3130156.2774
NVDA,2025-03-17,1914948.8062000014
NVDA,2025-03-18,648213.0247999988
NVDA,2025-03-19,792026.4047999997
NVDA,2025-03-20,-236091.32139999978
NVDA,2025-03-21,-248113.77729999833
NVDA,2025-03-24,2857135.548200001
NVDA,2025-03-25,2889732.3342999993
NVDA,2025-03-26,1840557.2359000007
NVDA,2025-03-27,-1020935.2584999986
NVDA,2025-03-28,-2325569.6405000016
NVDA,2025-03-31,-1906598.5828
NVDA,2025-04-01,-406746.2877999991
NVDA,2025-04-02,-912996.6458999999
NVDA,2025-04-03,-2389035.0193999996
NVDA,2025-04-04,-2359003.660700001
NVDA,2025-04-07,-1691926.8680000007
NVDA,2025-04-08,798820.0446000006
NVDA,2025-04-09,-285018.90850000083
NVDA,2025-04-10,2445220.5791999996
NVDA,2025-04-11,2710700.5582999997
NVDA,2025-04-14,2563345.915499999
NVDA,2025-04-15,2460374.2687
NVDA,2025-04-16,-752796.871100001
NVDA,2025-04-17,-781616.8551000003
NVDA,2025-04-21,-1170091.2599
NVDA,2025-04-22,-755808.4438000005
NVDA,2025-04-23,1883053.9637000002
NVDA,2025-04-24,1504342.978699999
NVDA,2025-04-25,3618590.188099999
NVDA,2025-04-28,1858537.4142000005
NVDA,2025-04-29,1457599.7523999996
NVDA,2025-04-30,-197464.3981999997
NVDA,2025-05-01,4392796.6038999995
NVDA,2025-05-02,5920690.770300001
NVDA,2025-05-05,2335005.1406000005
NVDA,2025-05-06,1296095.294499999
NVDA,2025-05-07,2278928.5418999996
NVDA,2025-05-08,5372296.339400001
NVDA,2025-05-09,5843479.5243
NVDA,2025-05-12,4486093.5232
NVDA,2025-05-13,5015277.9363
NVDA,2025-05-14,5990896.427000001
NVDA,2025-05-15,6232064.317999999
NVDA,2025-05-16,7141235.402400001
NVDA,2025-05-19,3483444.6756999996
NVDA,2025-05-20,4097342.4157000007
NVDA,2025-05-21,4253660.4131
NVDA,2025-05-22,3872749.4459999995
NVDA,2025-05-23,2316440.2795
NVDA,2025-05-27,3368516.8002999993
NVDA,2025-05-28,3923504.1613
NVDA,2025-05-29,6906034.2605
NVDA,2025-05-30,5267703.3706
NVDA,2025-06-02,4224756.3074
NVDA,2025-06-03,5498726.948999999
NVDA,2025-06-04,6440543.9719
NVDA,2025-06-05,7230084.9461
NVDA,2025-06-06,7545710.7581
NVDA,2025-06-09,5518089.559099999
NVDA,2025-06-10,5784769.979
NVDA,2025-06-11,7365215.8164
NVDA,2025-06-12,5864911.5731
NVDA,2025-06-13,6167095.283400001
NVDA,2025-06-16,5467527.6738
NVDA,2025-06-17,6364536.3033
NVDA,2025-06-18,5936655.1371
NVDA,2025-06-20,8766444.268600002
NVDA,2025-06-23,3627225.0773
NVDA,2025-06-24,5360374.763200001
NVDA,2025-06-25,6972010.7356
NVDA,2025-06-26,6667563.734800001
NVDA,2025-06-27,7375623.137399999
NVDA,2025-06-30,5116961.257100001
NVDA,2025-07-01,5297131.3336000005
NVDA,2025-07-02,4661009.119600001
NVDA,2025-07-03,7780313.2181
NVDA,2025-07-07,4652223.9143
NVDA,2025-07-08,5238398.794
NVDA,2025-07-09,6285480.381200001
NVDA,2025-07-10,7090514.9004999995
NVDA,2025-07-11,7299039.6063
NVDA,2025-07-14,4747582.800799999
NVDA,2025-07-15,5542644.102700001
NVDA,2025-07-16,5424978.9866
NVDA,2025-07-17,5971572.2489
NVDA,2025-07-18,6439202.804100001
NVDA,2025-07-21,4382806.012399999
NVDA,2025-07-22,3175870.437
NVDA,2025-07-23,3664279.2490999997
NVDA,2025-07-24,4198808.8002
NVDA,2025-07-25,5063382.7107
NVDA,2025-07-28,4295740.4992
NVDA,2025-07-29,5280216.2605
NVDA,2025-07-30,5488107.1536
NVDA,2025-07-31,7779318.604099999
NVDA,2025-08-01,3274433.1270000003
NVDA,2025-08-04,3380499.6016
NVDA,2025-08-05,4152122.8455000003
NVDA,2025-08-06,3711079.0856
NVDA,2025-08-07,5851536.5427
NVDA,2025-08-08,6293125.9879
NVDA,2025-08-11,4261108.5128999995
NVDA,2025-08-12,4423687.1361
NVDA,2025-08-13,4874868.6352
NVDA,2025-08-14,4144826.8479999993
NVDA,2025-08-15,4785675.6289
NVDA,2025-08-18,3817069.1760000004
NVDA,2025-08-19,3980217.4043999994
NVDA,2025-08-20,2214638.3003000002
NVDA,2025-08-21,2533026.8193000006
NVDA,2025-08-22,1634616.0562000005
NVDA,2025-08-25,2930466.3708000006
NVDA,2025-08-26,3148562.424
NVDA,2025-08-27,3206248.6591
NVDA,2025-08-28,4366364.435900001
NVDA,2025-08-29,3472973.0791000007
NVDA,2025-09-02,1660397.4350999994
NVDA,2025-09-03,2362284.9993000003
NVDA,2025-09-04,2803918.885500001
NVDA,2025-09-05,1379395.4960000003
NVDA,2025-09-08,2426236.6811999995
NVDA,2025-09-09,2800235.0326999994
NVDA,2025-09-10,5263432.5043
NVDA,2025-09-11,5992653.1165000005
NVDA,2025-09-12,6428517.797300001
NVDA,2025-09-15,3010306.8016
NVDA,2025-09-16,3516039.408500001
NVDA,2025-09-17,2258853.2035999997
NVDA,2025-09-18,3285195.6663000006
NVDA,2025-09-19,4295088.161499999
NVDA,2025-09-22,2683055.5620999997
NVDA,2025-09-23,3890179.5072
NVDA,2025-09-24,3837984.3644999997
NVDA,2025-09-25,1792447.5092000002
NVDA,2025-09-26,3278386.8111000005
NVDA,2025-09-29,3497221.6182000004
NVDA,2025-09-30,3957418.9975
NVDA,2025-10-01,4457778.7936
NVDA,2025-10-02,6004642.732899999
NVDA,2025-10-03,6105554.7578
NVDA,2025-10-06,2673316.0074
NVDA,2025-10-07,3088843.0189
NVDA,2025-10-08,3297498.8589
NVDA,2025-10-09,4993557.8136
NVDA,2025-10-10,5613735.9026999995
NVDA,2025-10-13,2946961.011
NVDA,2025-10-14,2367315.5819
NVDA,2025-10-15,2640213.4784000004
NVDA,2025-10-16,2791233.4255
NVDA,2025-10-17,2379503.0078
NVDA,2025-10-20,2525986.1748
NVDA,2025-10-21,2622157.8729
NVDA,2025-10-22,2548459.1622
NVDA,2025-10-23,2690666.3396000005
NVDA,2025-10-24,4548779.086399999
NVDA,2025-10-27,3988989.8734
NVDA,2025-10-28,4930086.203600001
NVDA,2025-10-29,4614309.6243
NVDA,2025-10-30,5330495.2991
NVDA,2025-10-31,5762875.263800001
NVDA,2025-11-03,3561843.5006999997
NVDA,2025-11-04,2832793.4648000007
NVDA,2025-11-05,2418280.1308
NVDA,2025-11-06,2211649.9354
NVDA,2025-11-07,1263460.1694999998
NVDA,2025-11-10,3417796.2304000002
NVDA,2025-11-11,3266492.0006999997
NVDA,2025-11-12,3443253.3275000006
NVDA,2025-11-13,2661425.3081
NVDA,2025-11-14,1238802.0548999999
NVDA,2025-11-17,2441486.8238999997
NVDA,2025-11-18,2029976.4501
NVDA,2025-11-19,2557391.5642999997
NVDA,2025-11-20,4504273.3187
NVDA,2025-11-21,1037123.9503999995
NVDA,2025-11-24,1538905.2451000004
NVDA,2025-11-25,467898.5190000003
NVDA,2025-11-26,3344763.7972
NVDA,2025-11-28,2322371.416
NVDA,2025-12-01,1799302.3038999997
NVDA,2025-12-02,3584967.8178
NVDA,2025-12-03,2528079.895900001
NVDA,2025-12-04,3773037.0872
NVDA,2025-12-05,3408995.9199
NVDA,2025-12-08,3151171.8655999997
NVDA,2025-12-09,3634397.9508
NVDA,2025-12-10,3827109.3243000004
NVDA,2025-12-11,1878387.2175000003
NVDA,2025-12-12,4066158.0439
NVDA,2025-12-15,1404147.4699
NVDA,2025-12-16,1337208.1344999997
NVDA,2025-12-17,657724.2167000007
NVDA,2025-12-18,959402.1683999998
NVDA,2025-12-19,2844423.384299999
NVDA,2025-12-22,3407300.0876999996
NVDA,2025-12-23,4167133.3551999996
NVDA,2025-12-24,4530107.7088
NVDA,2025-12-26,5681167.020399999
NVDA,2025-12-29,2983192.8773
NVDA,2025-12-30,3570958.7771000005
NVDA,2025-12-31,4153403.8896
NVDA,2026-01-02,5246949.611
NVDA,2026-01-05,3372207.7509
NVDA,2026-01-06,3599620.6920000003
NVDA,2026-01-07,3460806.3902
NVDA,2026-01-08,3248707.1107999994
NVDA,2026-01-09,3000491.7956
NVDA,2026-01-12,2427109.2994
NVDA,2026-01-13,2287534.7106
NVDA,2026-01-14,1779808.8860999998
NVDA,2026-01-15,4125335.176999999
NVDA,2026-01-16,5866194.479
NVDA,2026-01-20,837625.5704000005
NVDA,2026-01-21,851650.5745999995
NVDA,2026-01-22,2405267.8463999997
NVDA,2026-01-23,3751709.6224
NVDA,2026-01-26,2473022.5577999996
NVDA,2026-01-27,2602774.5768999998
NVDA,2026-01-28,4012049.6004
NVDA,2026-01-29,4145058.166
NVDA,2026-01-30,4986357.0732
NVDA,2026-02-02,2093821.6613999996
NVDA,2026-02-03,1190869.1849000002
NVDA,2026-02-04,364691.89410000015
NVDA,2026-02-05,148100.04599999916
NVDA,2026-02-06,1729726.7527
NVDA,2026-02-09,3042125.0727000004
NVDA,2026-02-10,3129713.4118
NVDA,2026-02-11,3717482.5827
NVDA,2026-02-12,3686863.6714999997
NVDA,2026-02-13,1100210.6532999994
NVDA,2026-02-17,928603.9896000009
NVDA,2026-02-18,2892181.8606000002
NVDA,2026-02-19,1863924.8879999998
NVDA,2026-02-20,2619034.7234999994
NVDA,2026-02-23,2953755.0833000005
NVDA,2026-02-24,2475513.9500999996
NVDA,2026-02-25,2842382.7588000004
NVDA,2026-02-26,2560106.6312999995
NVDA,2026-02-27,155667.2714999998
NVDA,2026-03-02,927950.9012000002
NVDA,2026-03-03,823754.0315999994
NVDA,2026-03-04,2008844.0293999994
NVDA,2026-03-05,1811736.5383000001
NVDA,2026-03-06,1951598.3734
NVDA,2026-03-09,327232.892
NVDA,2026-03-10,2760570.5028
NVDA,2026-03-11,4786057.972499999
NVDA,2026-03-12,3355758.519800001
NVDA,2026-03-13,4415989.2952
NVDA,2026-03-16,2796221.3884000005
NVDA,2026-03-17,2577588.1662999997
NVDA,2026-03-18,1984621.9358
NVDA,2026-03-19,-343298.5604999997
NVDA,2026-03-20,-293622.39889999945
NVDA,2026-03-23,812310.0589999994
NVDA,2026-03-24,475645.0819000006
NVDA,2026-03-25,2822315.2715999996
NVDA,2026-03-26,395511.4246999994
NVDA,2026-03-27,-1312274.2668999992
NVDA,2026-03-30,-736715.0048000002
NVDA,2026-03-31,88557.41349999979
NVDA,2026-04-01,2649980.377800001
NVDA,2026-04-02,1302354.7543000001
NVDA,2026-04-06,2275370.3149999995
NVDA,2026-04-07,1564138.6641000006
NVDA,2026-04-08,4147846.2989
NVDA,2026-04-09,3567734.6680000005
NVDA,2026-04-10,5657578.988100001
NVDA,2026-04-13,3426230.1224
NVDA,2026-04-14,4557866.7485
NVDA,2026-04-15,5432884.8152
NVDA,2026-04-16,4720140.7263
NVDA,2026-04-17,5893515.479199999
NVDA,2026-04-20,3890638.5762
NVDA,2026-04-21,4053396.0086999997
NVDA,2026-04-22,4261050.5904
NVDA,2026-04-23,4599653.6569
NVDA,2026-04-24,4501603.6216
NVDA,2026-04-27,4006674.2787
NVDA,2026-04-28,3439464.7917
NVDA,2026-04-29,4105029.6015999997
NVDA,2026-04-30,3957422.2759000002
NVDA,2026-05-01,3892990.7553000003
NVDA,2026-05-04,2309306.5491000004
NVDA,2026-05-05,3067927.4205
NVDA,2026-05-06,4241368.635199999
NVDA,2026-05-07,4482540.2433
NVDA,2026-05-08,5624923.4951
NVDA,2026-05-11,4254078.132800001
NVDA,2026-05-12,4221841.484499999
NVDA,2026-05-13,4842748.7432
