date,net,cor_z,vix_z,vrp_z,cor,vix,vrp
2007-02-22,0.218827,-0.0481815206949873,-1.0377111414260776,-0.34412052636639884,27.26,10.18,0.02851
2007-02-23,0.219547,0.13807002455046585,-0.8606551998099322,0.5803367562241586,28.56,10.58,0.04444
2007-02-26,0.220569,0.3622619467421504,-0.6138695607648422,0.9054377160611441,30.13,11.15,0.05012
2007-02-27,0.231479,4.026712250864059,2.44442900178197,0.5000655692176732,55.64,18.31,0.04321
2007-02-28,0.227289,2.555244075988014,1.1856706422691796,-1.16627840755058,46.08,15.42,0.01443
2007-03-01,0.227874,2.4543674992675792,1.3448954257518908,-0.7847975923641387,45.66,15.82,0.02092
2007-03-02,0.231865,3.837751808751682,2.505233336516086,0.7002637122345069,56.1,18.61,0.04667
2007-03-05,0.233259,3.800323851896726,2.887192856302512,1.1937741879243555,56.74,19.63,0.05534
2007-03-06,0.228053,1.9037375463661639,1.330772881297948,-1.6811888844498002,42.93,15.96,0.00548
2007-03-07,0.226957,1.7228237266362358,1.0269956358400885,-2.0629058538099527,41.68,15.24,-0.00146
2007-03-08,0.225539,1.1051766446775582,0.6351271347568815,-2.735288545958933,36.94,14.29,-0.01377
2007-03-09,0.225231,1.121367942832023,0.5508615264697195,-2.808161394006756,37.11,14.09,-0.01598
2007-03-12,0.22509,0.5167697605428301,0.5071685402881375,-2.771415659825518,32.38,13.99,-0.0163
2007-03-13,0.231149,2.088435270915561,2.1825776188805683,-1.2265761256033318,44.81,18.13,0.01122
2007-03-14,0.229945,1.2124771571293045,1.8075096047232513,-1.6505274410888666,38.03,17.27,0.00322
2007-03-15,0.228736,1.0183669759240002,1.4523427482453217,-1.9656025936590178,36.55,16.43,-0.00289
2007-03-16,0.229245,1.4080410043573166,1.5826284262269308,-1.7388630624221815,39.73,16.79,0.00106
2007-03-19,0.226005,1.1845427720226995,0.6950985911204061,-3.2229076745969594,38.03,14.59,-0.02715
2007-03-20,0.223963,0.49919443382464457,0.16750594550143272,-3.917385370465775,32.58,13.27,-0.04195
2007-03-21,0.222296,0.09788030403436392,-0.26223070128413284,-4.918561233429908,29.37,12.19,-0.06428
2007-03-22,0.223519,0.3975937742605905,0.0303697533345409,-4.322540834195459,31.78,12.93,-0.05689
2007-03-23,0.223558,0.49612546526935014,0.03625330400643343,-4.136723614857699,32.58,12.95,-0.0565
2007-03-26,0.223905,0.47614614294267804,0.11688400684081192,-3.895748747867543,32.44,13.16,-0.05445
2007-03-27,0.224379,0.6482079180119231,0.24095571318210796,-1.5346681083316034,33.85,13.48,-0.0035
2007-03-28,0.226665,1.3765687168908005,0.8338040580824079,-0.9702405825044309,39.76,14.98,0.00913
2007-03-29,0.226929,1.5584803653266035,0.8912039079723496,-0.8956454294158519,41.32,15.14,0.01071
2007-03-30,0.22616,1.1525928307185216,0.6862815337070398,-0.8083598512535908,38.13,14.64,0.01257
2007-04-02,0.226006,0.8655710676226979,0.6370010159466662,-0.603069769653209,35.86,14.53,0.01719
2007-04-03,0.224386,0.013038220235800336,0.20757308164760938,-0.7768700763541097,28.93,13.46,0.01309
2007-04-04,0.224041,-0.08352532354487141,0.11708509448362933,-0.8308342996748799,28.14,13.24,0.01173
2007-04-05,0.224045,-0.20212404992379318,0.11054511795712144,-0.7643894008425104,27.18,13.23,0.01313
2007-04-09,0.223904,-0.27344904065376546,0.07156158570859085,-0.7988389937909856,26.61,13.14,0.01222
2007-04-10,0.223172,-0.4070190808361926,-0.1146911844930505,-0.9925624722965385,25.53,12.68,0.00763
2007-04-11,0.224439,-0.1395582821156726,0.20601657245514748,0.46675283063620293,27.72,13.49,0.04122
2007-04-12,0.223219,-0.3642604554251899,-0.10671634710148402,0.14192864878598968,25.89,12.71,0.0337
2007-04-13,0.222397,-0.7357468928712069,-0.3108104695158446,-0.07544242772702889,22.86,12.2,0.02864
2007-04-16,0.222099,-0.9190444259914979,-0.39714740313449715,-0.24539830480049266,21.33,11.98,0.02462
2007-04-17,0.222382,-0.9350207514754524,-0.3320617701888682,0.025441870203180818,21.16,12.14,0.03075
2007-04-18,0.222852,-0.5902566481658889,-0.22012310009139316,0.19242173081310165,23.95,12.42,0.03452
2007-04-19,0.223042,-0.36349095235851214,-0.17206621545824627,1.008549535772121,25.8,12.54,0.05318
2007-04-20,0.222323,-0.35590717220029355,-0.3613197953799486,0.5880597771556867,25.88,12.07,0.04369
2007-04-23,0.223898,0.20616655174727572,0.024118437163487074,0.9519898603390552,30.5,13.04,0.05216
2007-04-24,0.224024,0.34905591637263716,0.05383810089420119,0.9693453795419805,31.7,13.12,0.0527
2007-04-25,0.22423,0.6010803996183066,0.08738206632109913,0.9945363974221642,33.79,13.21,0.05343
2007-04-26,0.223551,0.14976917365857387,-0.08266799547713008,1.1681892843463892,30.15,12.79,0.0576
2007-04-27,0.222996,0.12218942600125378,-0.2202419963627704,0.9906954027534483,29.95,12.45,0.05369
2007-04-30,0.225758,1.195352581383637,0.4862553197413666,1.4157408485752248,38.71,14.22,0.06371
2007-05-01,0.224668,0.7080670705768772,0.19860176244230246,1.0997163184204914,34.81,13.51,0.05661
2007-05-02,0.224024,0.47381524606165404,0.02365274746392482,1.0210223592842478,32.94,13.08,0.05494
2007-05-03,0.224067,0.5542341384898599,0.026797811941209494,1.0056598408747635,33.62,13.09,0.0547
2007-05-04,0.223792,0.40916979129268755,-0.04697559902740034,0.9257933760074241,32.47,12.91,0.05297
2007-05-07,0.224191,0.3669998740206724,0.047626965938972976,1.0306687120837157,32.15,13.15,0.05555
2007-05-08,0.224279,0.5047240257378725,0.0696278459571537,1.0132644704712492,33.3,13.21,0.05529
2007-05-09,0.223772,0.49702101480538496,-0.06510766611321463,1.1470903518610895,33.27,12.88,0.05862
2007-05-10,0.22483,0.7483355951469711,0.2221156418761114,0.6422161856760444,35.35,13.6,0.04685
2007-05-11,0.223857,0.5553252107733009,-0.041038947596857875,0.19003211522090213,33.81,12.95,0.03621
2007-05-14,0.225436,1.042916081451055,0.3622968236208726,0.8347903579332481,37.83,13.96,0.05147
2007-05-15,0.225506,1.0724237337195466,0.3799579273993758,0.8368702988823525,38.13,14.01,0.05163
2007-05-16,0.224762,0.9309890580913504,0.17568125347698813,0.458912557270662,37.0,13.5,0.04273
2007-05-17,0.224772,0.7497758397280377,0.1798084315013944,0.4653219774750683,35.54,13.51,0.04293
2007-05-18,0.22362,0.29302150509082253,-0.12134304449784325,0.2515405832920474,31.8,12.76,0.03782
2007-05-21,0.22449,0.6481399347164972,0.10119936432240632,0.525411669537729,34.66,13.3,0.04417
2007-05-22,0.224106,0.5699280371860757,0.010546448393839508,0.42657477160007934,33.96,13.06,0.04169
2007-05-23,0.224384,0.8350266161276643,0.09048227090454032,0.7404525729711628,36.1,13.24,0.04889
2007-05-24,0.225638,1.423410474028722,0.44266256589922093,0.7801296985652084,40.86,14.08,0.04961
2007-05-25,0.224517,1.1167410520544865,0.1475218596808727,0.4025972030820456,38.29,13.34,0.04063
2007-05-29,0.224824,0.9978137444897867,0.2341997038251281,0.728360094484556,37.33,13.53,0.04794
2007-05-30,0.223763,0.6482209812848023,-0.053985583609328446,0.29296897922707116,34.52,12.83,0.03795
2007-05-31,0.224116,0.6478215113405159,0.04015669401745268,0.4649998992384412,34.53,13.05,0.04194
2007-06-01,0.13298,0.6122527056074942,-0.06395015536040016,0.3628491626488031,34.14,12.78,0.03948
2007-06-04,0.224528,0.4422949462518468,0.15813800089268487,0.5868432875880151,32.76,13.29,0.04462
2007-06-05,0.225029,0.5326517157147759,0.3046131450696372,0.6178410695192562,33.49,13.63,0.04545
2007-06-06,0.226875,1.3427166473364187,0.8323602169754613,0.9020658355295534,39.99,14.87,0.05208
2007-06-07,0.229996,2.3439153312567442,1.77154156192533,1.0820883443167408,47.98,17.06,0.05634
2007-06-08,0.226795,1.2183632735052259,0.8268188899486686,0.26754766807497954,39.04,14.84,0.03778
2007-06-11,0.226605,1.0941348344469886,0.7821316632531334,0.4280758792804304,37.99,14.71,0.04146
2007-06-12,0.229442,2.0085433590802046,1.6464659560655701,1.0045429384653946,45.19,16.67,0.05469
2007-06-13,0.226658,1.2330633335550358,0.8112744810408624,-0.3602646774069489,39.01,14.73,0.02338
2007-06-14,0.225015,0.5937737090275762,0.35524898656157916,-0.7235808444667998,33.8,13.64,0.01493
2007-06-15,0.225517,0.8720794852122115,0.5332031988186322,-0.666351023655914,35.7,13.94,0.01616
2007-06-18,0.224702,0.8695032947775232,0.3133937773695265,-0.8133492695990258,35.6,13.42,0.01274
2007-06-19,0.223808,0.384633295824763,0.04169034056784527,-1.0721681865843842,31.95,12.85,0.00702
2007-06-20,0.226557,1.6566887358335056,0.9465363199715271,-0.6687700720785542,41.59,14.67,0.01593
2007-06-21,0.225892,1.23470813536979,0.7341548408910442,-0.9564178582944194,38.34,14.21,0.00945
2007-06-22,0.228132,1.8338681552257292,1.5153681299607014,-0.41942148580769284,42.83,15.75,0.02143
2007-06-25,0.229428,2.0991110516393636,1.9644025722500718,0.03258938394256765,44.92,16.65,0.03163
2007-06-26,0.23256,3.723989852982441,3.075797793931758,1.0334401498839063,57.42,18.89,0.05398
2007-06-27,0.22782,1.4317991068027274,1.373681866901826,-0.5274187266812626,40.26,15.53,0.0195
2007-06-28,-0.141407,1.4761820579991032,1.3791208719541028,-0.5246213928841997,40.64,15.54,0.01965
2007-06-29,0.228837,1.6675802159920718,1.7252985909046252,-0.16788713547313905,42.13,16.23,0.02755
2007-07-02,-0.855654,1.1738246704158632,1.3126756136612772,-0.803775635220135,38.32,15.4,0.01353
2007-07-03,-0.718533,0.5782538404816525,1.0677084643411257,-1.022856828407424,33.71,14.92,0.00911
2007-07-05,-0.38605,0.6719495985186796,1.3364497892478917,-0.6137654577133552,34.47,15.48,0.01834
2007-07-06,-1.013565,0.2136588900535272,0.9556279734110639,-0.20816727815974156,30.9,14.72,0.02728
2007-07-09,-0.877723,0.394873711588471,1.168528945973824,0.2560763646058926,32.33,15.16,0.03733
2007-07-10,0.230785,1.3366294289582887,2.337030539521014,0.8525462119620013,39.75,17.57,0.05009
2007-07-11,0.229481,0.6305209004577231,1.858234823835385,0.6413147378237671,34.25,16.64,0.04578
2007-07-12,-1.013272,0.17941756268038445,1.3146131536387136,-0.18810587407521995,30.71,15.54,0.02857
2007-07-13,-1.013363,0.030026177830161576,1.1193222530042695,-0.3602342839421151,29.55,15.15,0.02517
2007-07-16,-1.013253,-0.006271801760766519,1.3267047943117747,-0.08949051890405757,29.26,15.59,0.03087
2007-07-17,-1.013243,-0.029417081317086233,1.360507791448758,-0.06360377474597584,29.03,15.63,0.03141
2007-07-18,-1.013159,0.10561290629451249,1.557126526264062,0.10713361925818353,30.05,16.0,0.03485
2007-07-19,-1.013339,-0.29736854649595834,1.202033149924605,0.24546185779820243,26.86,15.23,0.0376
2007-07-20,-1.012974,0.6266513163655206,2.0696851089181614,0.712043230289666,34.01,16.95,0.04711
2007-07-23,-1.012982,0.574422744817528,1.988198819456815,1.0933591984207962,33.61,16.81,0.05506
2007-07-24,-0.398212,1.3337306738685404,2.8386296780650118,0.8942032072192414,39.51,18.55,0.05114
2007-07-25,-0.095176,1.3629947578952248,2.6001681776682664,0.6686545268727337,39.67,18.1,0.04659
2007-07-26,0.234793,2.0482019948847907,3.8428613304884025,0.9344478551878829,45.05,20.74,0.05216
2007-07-27,0.23895,3.705469680480574,5.34688707953132,2.1783848328900164,58.17,24.17,0.07768
2007-07-30,0.234946,1.7508074225940622,3.5821665763389063,0.3005598246746083,43.33,20.87,0.03969
2007-07-31,0.238156,2.7653473704499234,4.647556191048707,1.6401983833245475,51.61,23.52,0.06712
2007-08-01,0.238344,2.240722694817464,4.511760453502419,1.59945576719267,47.71,23.67,0.06659
2007-08-02,0.235369,1.3136495855909551,3.3418664334046175,0.32766059390335994,40.27,21.22,0.04085
2007-08-03,0.240147,2.434636209945819,4.825673540641953,1.2932587785433227,49.6,25.16,0.0607
2007-08-06,0.237456,1.489392804643055,3.7619949941163116,-0.8577956180461266,41.98,22.94,0.01685
2007-08-07,0.235784,1.716757302065697,3.140991250449135,-1.387822741219124,43.97,21.56,0.00603
2007-08-08,0.235662,1.9735795350697785,3.032506252655433,-1.694782279991763,46.26,21.45,-0.00035
2007-08-09,0.241774,3.0970891264599256,4.765957229020517,0.2576336667656176,55.97,26.48,0.03962
2007-08-10,0.244015,3.7080345341639642,5.176635039397169,1.1747108198794944,61.8,28.3,0.05858
2007-08-13,0.241885,2.5138565174404413,4.347086288597738,0.3200972437955913,52.11,26.57,0.04112
2007-08-14,0.243238,2.944323699681405,4.52772607840158,0.5845235956782865,56.32,27.68,0.04662
2007-08-15,0.246933,3.7267760883427044,5.2420383532644745,1.9143025980333888,63.99,30.67,0.07418
2007-08-16,0.247134,2.998133719461003,5.006481976349599,1.996380646633912,58.19,30.83,0.07635
2007-08-17,0.246104,4.134403118401407,4.526876807544223,0.6721183510497579,69.63,29.99,0.04912
2007-08-20,0.241587,3.656372173286858,3.3734080340620745,-1.0183197145561758,66.39,26.33,0.01391
2007-08-21,0.240264,3.7306432922441664,3.0083460040431427,-1.1824932588743025,68.22,25.25,0.01044
2007-08-22,0.237393,3.105026549231515,2.3464876605221514,-2.4799295923502878,62.9,22.89,-0.01682
2007-08-23,0.237064,2.9931989056009067,2.243742097580631,-1.946119182328083,62.46,22.62,-0.00634
2007-08-24,0.234767,2.257423712358408,1.740820389916008,-2.6484648926253818,55.24,20.72,-0.02183
2007-08-27,0.237188,2.9360642811172877,2.2159571677126744,-1.6492426797066784,62.95,22.72,-0.00121
2007-08-28,0.241544,3.729865743844005,3.0598977003274834,-0.4725057789872408,72.38,26.3,0.02405
2007-08-29,0.238514,3.241491377698918,2.3947194201731987,-2.1226205047207234,68.13,23.81,-0.01194
2007-08-30,0.240037,3.2746509583768835,2.6545640296609765,-1.5177516028240303,69.42,25.06,0.00071
2007-08-31,0.237995,3.1619847401009484,2.213766004475423,-1.5129513459661992,69.04,23.38,0.00051
2007-09-04,0.237273,2.4416338474461,2.0438398178120036,-1.228119496333686,61.26,22.78,0.00649
2007-09-05,0.239457,2.7186642887818997,2.4326383647995993,-0.5400455298516287,65.1,24.58,0.02148
2007-09-06,0.23874,2.541223879456704,2.2600303937418174,-0.5646467148567359,63.53,23.99,0.02083
2007-09-07,0.241468,2.8229651294156697,2.7329428173014385,1.281072733927833,67.58,26.23,0.06145
2007-09-10,0.24288,2.874572001649782,2.938059355564021,1.7984231416254162,68.93,27.38,0.0729
2007-09-11,0.2403,2.337442255774915,2.4164181815281953,0.5930692958814289,62.75,25.27,0.04638
2007-09-12,0.239921,2.128280986709459,2.3119084516671013,0.9883445038147731,60.48,24.96,0.0551
2007-09-13,0.239683,2.235772011760176,2.2352970785689887,1.2258631839001475,62.26,24.76,0.06038
2007-09-14,0.239878,2.226440483528383,2.2378197272572504,1.281904483930142,62.55,24.92,0.0618
2007-09-17,0.241785,2.212446827535209,2.534183775547124,2.69537792168586,62.77,26.48,0.09348
2007-09-18,0.234341,1.1593057259452113,1.2198723864049719,-1.1636160589627447,48.99,20.35,0.0073
2007-09-19,0.233959,0.8348550409221527,1.143756091130195,-1.3091105083522285,44.74,20.03,0.0038
2007-09-20,0.234462,0.9433974402959691,1.2215797098895123,-1.10468802903152,46.29,20.45,0.00818
2007-09-21,0.232712,0.6809163580782381,0.9127873789718703,-1.7313115539025252,42.84,19.0,-0.00624
2007-09-24,0.233155,0.6347015960454581,0.9820832381308379,-1.484790794421119,42.29,19.37,-0.00103
2007-09-25,0.232224,0.5595601451103505,0.8164589887086199,-1.669342230483166,41.34,18.6,-0.00556
2007-09-26,0.230916,0.33067369193657986,0.6114102067359027,-1.0431727656785277,38.3,17.63,0.00844
2007-09-27,0.230037,0.2680273878391824,0.4773404652207698,-0.6977131329457869,37.51,17.0,0.0162
2007-09-28,0.231442,0.5747042911416194,0.6786332427880196,-0.2343242170688052,41.7,18.0,0.02677
2007-10-01,0.231276,0.36977492584868393,0.6404508197512746,-0.37323948651186156,39.01,17.84,0.02352
2007-10-02,0.232108,0.4763293590046566,0.7690335022419972,0.023400178144434743,40.5,18.49,0.03258
2007-10-03,0.232478,0.4614638820759324,0.8270147172907842,0.4199740749097708,40.36,18.8,0.04167
2007-10-04,0.232045,0.3662557812846153,0.7472784477002409,0.2726319893903294,39.14,18.44,0.03825
2007-10-05,0.039588,0.05891619547839164,0.42796980454030825,0.2996320840462705,35.07,16.91,0.03884
2007-10-08,0.004669,-0.023213354618079662,0.5368850519036246,0.49338491898987236,34.02,17.46,0.04328
2007-10-09,0.074034,-0.4141584971235191,0.2574727221557562,0.08685431249502859,28.83,16.12,0.03393
2007-10-10,-1.012951,-0.32148762867271446,0.36692786180416387,0.298313700539458,30.11,16.67,0.03875
2007-10-11,-0.817896,0.18025563758668628,0.8172796999869105,1.2009420524981038,36.85,18.88,0.05946
2007-10-12,-1.012732,-0.07406534995614143,0.5747283033830132,0.6957069910272343,33.53,17.73,0.04794
2007-10-15,-1.012722,0.06934429559930215,0.8822735675596167,1.2294194711182564,35.49,19.25,0.06022
2007-10-16,0.00852,0.26160747295271425,1.033580389462486,3.1917632186049865,38.1,20.02,0.10566
2007-10-17,-0.584749,-0.09724077102959655,0.7215329141616942,2.5722623569630585,33.44,18.54,0.09283
2007-10-18,-1.012716,-0.028525923823495742,0.7074485189262484,2.663408479172792,34.41,18.5,0.09601
2007-10-19,0.237497,0.8740765305614151,1.617878112432781,2.898732970164852,46.3,22.96,0.10277
2007-10-22,-0.355341,0.7891302568382842,1.3320231966679597,2.3092432282070443,45.28,21.64,0.08969
2007-10-23,-0.682885,0.7419770336091676,1.0695543530161824,1.62485040480586,44.75,20.41,0.0735
2007-10-24,-1.012768,0.7302225679025939,1.140645090474493,1.8160525656087498,44.68,20.8,0.07861
2007-10-25,-0.411916,0.6342347416065037,1.2068961174756736,1.9835914782503525,43.51,21.17,0.08322
2007-10-26,-1.012734,0.3096739928012744,0.8692969712768014,0.9824824851386362,39.36,19.56,0.05844
2007-10-29,-1.012736,0.4453547570085626,0.9254818432847316,1.399609848955763,41.18,19.87,0.06908
2007-10-30,-0.043459,0.7116545162997663,1.1625437187964214,1.791527577791434,44.7,21.07,0.07927
2007-10-31,-0.877366,0.057628600393331834,0.6363272918706808,0.5513386760015099,36.29,18.53,0.04803
2007-11-01,0.237805,0.7820526392566319,1.5837490056116166,1.2606444746978456,45.72,23.21,0.06619
2007-11-02,0.237562,0.6060739404053944,1.5280769027932604,1.345240576745718,43.52,23.01,0.06855
2007-11-05,0.239142,0.7856342320461999,1.7767669809922562,1.8311734586934003,45.91,24.31,0.08121
2007-11-06,0.235601,0.3716444436824766,1.170161229153898,0.5515234159569565,40.62,21.39,0.04852
2007-11-07,0.241797,1.2577023930178741,2.1861351297560687,1.4819314017599123,52.15,26.49,0.07259
2007-11-08,0.241392,0.9321042838289046,2.0912736665975653,1.344617858592593,48.06,26.16,0.06933
2007-11-09,0.244262,1.3168811642178428,2.5287061151579824,2.150476539228405,53.15,28.5,0.09059
2007-11-12,0.247469,1.4411542177183003,2.9961919726458865,3.0848729688860543,54.91,31.09,0.1159
2007-11-13,0.238876,0.5989950800497429,1.5850176858991387,-0.6856155669239117,44.1,24.1,0.01669
2007-11-14,0.24112,1.0136281000387,1.9241822133901396,-0.005813602243001854,49.57,25.94,0.03482
2007-11-15,0.243718,1.1852975937775498,2.3082366704426542,0.671409417736292,51.91,28.06,0.05297
2007-11-16,0.240563,1.655308403823351,1.788230987845216,0.25302665379674055,58.16,25.49,0.04183
2007-11-19,0.241188,1.4550502447388622,1.8682285876949856,0.21462616012039168,55.75,26.01,0.04084
2007-11-20,0.239808,1.5217388957861802,1.6355881207879244,-0.12291013235754744,56.79,24.88,0.03183
2007-11-21,0.2422,1.889938172646993,1.9884124864303256,0.4260661449497965,61.8,26.84,0.04657
2007-11-23,0.240702,1.6090510568650018,1.73617358139832,-0.43098171911091765,58.37,25.61,0.02363
2007-11-26,0.244749,1.9107145563504684,2.334077698391337,0.6879745541385603,62.56,28.91,0.05365
2007-11-27,0.241517,1.6882693860020987,1.8156994781106701,-0.5845115282133948,59.89,26.28,0.01955
2007-11-28,0.238882,1.4608900721175422,1.3972916854187352,-2.2643388707298966,57.08,24.11,-0.02572
2007-11-29,0.238712,1.4110952622244866,1.3593149501053154,-2.1119530161832825,56.59,23.97,-0.02246
2007-11-30,0.237378,1.1522654756776518,1.1461229573654161,-2.005607597649692,53.28,22.87,-0.02028
2007-12-03,0.238274,0.9912523853694928,1.2725019584918476,-1.7343953949402673,51.24,23.61,-0.01338
2007-12-04,0.238489,1.2024364175367466,1.2949824383842112,-1.6664151918547045,54.18,23.79,-0.01194
2007-12-05,-0.307864,0.8585235536980693,1.0539726394783764,-2.1842011009490063,49.69,22.53,-0.02684
2007-12-06,-0.985416,0.6950524733378967,0.7588861213957123,-2.106943640273099,47.59,20.96,-0.02544
2007-12-07,-1.012775,0.6694419190734396,0.732439436340729,-2.1239553654214096,47.33,20.85,-0.02669
2007-12-10,-1.012767,0.5735612960049615,0.7061136116507393,-1.9279865411819648,46.13,20.74,-0.02185
2007-12-11,0.233355,1.283517899787424,1.2220089736708215,-1.476943166751382,55.68,23.59,-0.00948
2007-12-12,-0.669881,0.6812560053355523,1.0072803482160932,-1.1556444916537232,47.77,22.47,-0.00054
2007-12-13,-0.264364,0.7560641704182774,1.0158216820295314,-1.063939347186916,48.85,22.56,0.00191
2007-12-14,-0.656273,0.9320506066026366,1.1377884289746667,-0.8288960597660807,51.28,23.27,0.00858
2007-12-17,-0.167298,1.1489069179510358,1.3578755896340786,-0.5914019582920407,54.26,24.52,0.0154
2007-12-18,-1.012844,0.6454760699254327,1.0028233389342844,-0.9686220455560344,47.69,22.64,0.00437
2007-12-19,-1.012821,0.4957144095983305,0.8190769651426231,-1.2824457978331343,45.79,21.68,-0.00492
2007-12-20,-1.012794,0.2525705011524663,0.6103321004053405,-1.3780236323176058,42.66,20.58,-0.00796
2007-12-21,-1.012817,-0.26930179422674994,0.21591686742826724,-2.079596413172681,35.88,18.47,-0.02887
2007-12-24,-1.012758,-0.240612024129921,0.23461720784557688,-1.3529294735120823,36.33,18.6,-0.00802
2007-12-26,-1.012743,-0.2507893666941732,0.24051630584796788,-1.1664180574649334,36.26,18.66,-0.00273
2007-12-27,-1.012779,0.15973784228769428,0.5328318112341253,-0.06962146217516049,41.65,20.26,0.02978
2007-12-28,-1.012787,0.27700667006518853,0.6165909210104393,0.09161825652772625,43.24,20.74,0.03453
2007-12-31,-1.012833,0.597047551499196,0.9389300302962642,0.6998626255482674,47.45,22.5,0.05266
2008-01-02,-0.16303,0.4754803690633774,1.0566412381608665,0.7239868806224,45.96,23.17,0.05342
2008-01-03,0.236898,0.34971068091191426,0.9212929156781385,0.5356507135923259,44.41,22.49,0.04782
2008-01-04,0.238645,0.5479332894134967,1.184959600418596,0.7115107253235483,47.02,23.94,0.05303
2008-01-07,-0.473477,0.22908228902942723,1.1475078277338329,0.9860915218899473,43.02,23.79,0.0612
2008-01-08,0.077984,0.40676235456875437,1.4446413949564376,1.2766872022820293,45.35,25.43,0.06987
2008-01-09,-0.240638,0.060784623169853634,1.1878219973136834,0.6398136517189419,41.03,24.12,0.05095
2008-01-10,-0.781184,-0.03090089947519555,1.0534509533517113,0.881893068867738,39.94,23.45,0.05812
2008-01-11,0.015326,-0.19919682664559,1.0881016791754383,0.8945425522134134,37.9,23.68,0.05852
2008-01-14,-0.194348,-0.20956764914476153,0.934162658861088,0.43593948781287367,37.86,22.9,0.04489
2008-01-15,0.237896,-0.16977738964587313,1.0093363388831234,0.15889903268195696,38.46,23.34,0.03664
2008-01-16,0.239161,-0.015191920887374685,1.196540220296295,0.6634805412313195,40.47,24.38,0.0517
2008-01-17,0.244156,0.5261879419374266,1.9530160516264299,1.4158898771456692,47.19,28.46,0.07422
2008-01-18,0.242571,0.18250015622073842,1.6932230112887536,0.9887539453132638,43.09,27.18,0.06164
2008-01-22,0.247312,0.827326896038044,2.3930782752524546,2.3199919219226386,50.95,31.01,0.10175
2008-01-23,0.244852,0.4684671095007082,1.9919189082375288,1.4121169488186105,46.72,29.02,0.07512
2008-01-24,0.243325,0.5427820613305517,1.7423879325950171,0.9421317561392818,47.68,27.78,0.06109
2008-01-25,0.244922,1.1056076540968187,1.9670943864662518,1.295700810181997,54.41,29.08,0.07205
